POUG;TRE;ID;ZUB;VOL;UIO;VBNM;Type;OIN
6;4.25;1742;f;t;wwww;t;y;33.58
0;0.04;1743;f;t;uuuu;f;y;22.92
0;1.5;1744;f;t;uuuu;f;y;24.5
0;0;1745;f;t;wwww;f;y;20.25
2;1.5;1746;f;t;wwww;t;y;18.5
7;0.625;1747;f;t;wwww;t;y;25.17
0;5;1748;t;t;wwww;f;y;44.33
0;0.5;1749;f;t;wwww;f;y;18.08
0;11;1750;t;t;uuuu;f;y;60.58
0;3.5;1751;f;f;wwww;f;y;41.5
0;0.875;1752;t;t;uuuu;f;y;25.75
5;5.04;1753;t;t;wwww;t;y;29.25
11;2;1754;f;t;uuuu;t;y;36
9;3;1755;f;t;wwww;t;y;31.67
15;18;1756;t;t;wwww;t;y;60.08
1;2;1757;f;t;wwww;t;y;22.33
1;3.5;1758;f;t;wwww;t;y;40
1;1.625;1759;t;t;wwww;t;y;35.17
0;15;1760;f;t;wwww;f;y;41.33
1;0.335;1761;t;t;uuuu;t;y;20.75
0;2.5;1762;t;t;wwww;f;y;32.08
3;5;1763;t;t;wwww;t;y;
6;1.875;1764;f;t;wwww;t;y;23.92
10;3.17;1765;f;t;uuuu;t;y;23.25
11;0.415;1766;t;t;uuuu;t;y;46.67
6;3.5;1767;f;t;uuuu;t;y;25
3;0.25;1768;f;t;wwww;t;y;25.5
5;2.71;1769;f;t;uuuu;t;y;18.75
5;8.5;1770;t;t;uuuu;t;y;23.5
12;4.5;1771;t;t;wwww;t;y;34.17
5;3.75;1772;t;t;wwww;t;y;27.83
0;5;1773;t;t;uuuu;f;y;36.75
1;2.75;1774;f;t;uuuu;t;y;47.25
0;0.375;1775;f;f;uuuu;f;y;33.67
1;14;1776;t;t;wwww;t;y;45
0;6.5;1777;t;t;wwww;f;y;33.17
0;1.04;1778;t;t;uuuu;f;y;25
5;1;1779;t;t;wwww;t;y;26.67
0;0.125;1780;t;t;wwww;f;y;48.5
0;0.04;1781;t;t;wwww;f;y;37.42
0;0.21;1782;f;f;wwww;f;y;18
15;0;1783;f;t;uuuu;t;y;56.5
5;1.46;1784;t;t;wwww;t;y;25.75
5;0.415;1785;t;t;uuuu;t;y;22.58
1;2.04;1786;t;t;wwww;t;y;33.17
0;0.04;1787;t;t;wwww;f;y;32
0;1.75;1788;f;t;uuuu;f;y;40.83
0;0.125;1789;t;t;wwww;f;y;59.67
0;3.165;1790;t;t;wwww;f;y;42.5
0;0;1791;f;t;uuuu;f;y;28.08
0;0.125;1792;t;t;uuuu;f;y;37.75
5;8.665;1793;f;t;wwww;t;y;53.92
20;15;1794;f;t;wwww;t;y;47.67
0;0.835;1795;f;t;wwww;f;y;23.25
0;2.585;1796;f;t;wwww;f;y;22.67
11;14.415;1797;t;t;wwww;t;y;54.58
0;7.415;1798;t;t;wwww;f;y;34.25
3;2;1799;t;t;wwww;t;y;27.58
0;0;1800;f;t;uuuu;f;y;46
4;4;1801;f;t;uuuu;t;y;60.92
2;13.875;1802;t;t;uuuu;t;y;47.42
12;4.25;1803;t;t;wwww;t;y;37.33
0;0;1804;f;f;uuuu;f;y;25.58
1;1.585;1805;f;t;uuuu;t;y;20.42
3;7.375;1806;t;t;uuuu;t;y;44.17
9;5.375;1807;t;t;wwww;t;y;34.75
0;2.5;1808;f;t;wwww;f;y;20.5
0;2.25;1809;t;f;wwww;f;y;22.67
0;2.165;1810;t;f;wwww;f;y;22.08
0;4.58;1811;f;t;wwww;f;y;42.83
4;1;1812;t;t;uuuu;t;y;18.92
3;0.165;1813;f;t;uuuu;t;y;20.67
0;0.04;1814;f;t;uuuu;f;y;32.33
11;5.335;1815;f;t;wwww;t;y;28.92
14;5.5;1816;f;t;uuuu;t;y;52.83
5;2.085;1817;f;t;uuuu;t;y;20.67
6;2.5;1818;f;t;wwww;t;y;36.25
4;1;1819;f;t;uuuu;t;y;20.33
0;0.25;1820;f;t;wwww;f;y;25.75
4;0.585;1821;f;t;uuuu;t;y;28.17
0;0.165;1822;f;f;wwww;f;y;23.92
0;8;1823;t;t;wwww;f;y;56
2;0.71;1824;t;t;uuuu;t;y;20.75
7;4;1825;t;t;uuuu;t;y;30.5
7;5;1826;t;t;uuuu;t;y;45.83
10;3.5;1827;t;t;wwww;t;y;39
0;0.665;1828;f;t;wwww;f;y;22.08
2;4.75;1829;f;t;wwww;t;y;28.25
0;3;1830;f;t;uuuu;f;y;18.83
5;2.5;1831;t;t;uuuu;t;y;28.67
0;2.46;1832;f;f;uuuu;f;y;22.5
0;6.5;1833;f;t;wwww;f;y;
1;2.54;1834;f;t;uuuu;t;y;28.5
0;1.5;1835;f;t;wwww;f;y;19.17
3;2.5;1836;f;t;uuuu;t;y;21.5
0;0;1837;t;f;wwww;f;y;17.5
1;5.25;1838;f;t;wwww;t;y;26.67
2;3.25;1839;f;t;wwww;t;y;34.42
0;0;1840;t;t;wwww;f;y;73.42
2;0.5;1841;t;t;uuuu;t;y;23
11;1.085;1842;t;t;wwww;t;y;23.08
7;1.46;1843;f;t;wwww;t;y;19.42
0;0.835;1844;t;t;wwww;f;y;23.33
0;12.75;1845;t;t;wwww;f;y;42.17
0;1.5;1846;f;f;wwww;f;y;21.25
0;0.085;1847;t;f;wwww;f;y;34.17
6;7.875;1848;t;t;uuuu;t;y;47.75
0;2.5;1849;f;t;uuuu;f;y;44.33
16;6.5;1850;f;t;wwww;t;y;39.5
3;0.5;1851;t;t;uuuu;t;y;41.17
0;4.335;1852;f;t;wwww;f;y;29.92
0;0;1853;f;f;wwww;f;y;23.17
7;4.5;1854;f;t;wwww;t;y;35.17
7;0.75;1855;f;t;uuuu;t;y;19.17
15;6.29;1856;f;t;wwww;t;y;52.5
1;0.04;1857;f;t;wwww;t;y;39.92
0;3;1858;t;t;wwww;f;y;21.33
4;0.75;1859;f;t;uuuu;t;y;35.75
1;13;1860;t;t;wwww;t;y;67.75
0;5.25;1861;t;t;wwww;f;y;32.67
15;7.585;1862;t;t;wwww;t;y;49.5
8;1.085;1863;t;t;wwww;t;y;21
3;0.96;1864;t;t;wwww;t;y;28.25
1;1.54;1865;t;t;wwww;t;y;34.17
3;6.04;1866;f;t;wwww;t;y;31.92
4;0.54;1867;f;t;uuuu;t;y;29.5
0;0.085;1868;f;t;wwww;f;y;23.17
0;10;1869;t;f;uuuu;f;y;18.08
19;1.835;1870;f;t;uuuu;t;y;24.75
0;0.04;1871;f;t;uuuu;f;y;20.83
2;4.165;1872;t;t;wwww;t;y;28
1;2.25;1873;f;t;wwww;t;y;20.42
6;5.665;1874;f;t;wwww;t;y;28.67
1;0.04;1875;t;t;wwww;t;y;21.92
11;6;1876;f;t;wwww;t;y;43.25
3;1.625;1877;f;t;wwww;t;y;20.42
0;5.125;1878;f;t;wwww;f;y;42
2;1.5;1879;t;t;uuuu;t;y;23.42
0;0.875;1880;f;t;uuuu;f;y;25.17
6;2.25;1881;f;t;wwww;t;y;24.83
2;4.75;1882;f;t;;t;y;24.5
0;1.5;1883;t;f;wwww;f;y;37.5
0;1.5;1884;t;f;wwww;f;y;36.75
8;1.5;1885;t;t;wwww;t;y;28.25
3;5.5;1886;t;t;wwww;t;y;32.75
11;1;1887;f;t;uuuu;t;y;17.83
7;2.29;1888;t;t;uuuu;t;y;22.83
2;1.75;1889;t;t;wwww;t;y;13.75
23;0.125;1890;t;t;uuuu;t;y;41
11;2.125;1891;t;t;wwww;t;y;23.08
0;1.71;1892;f;t;wwww;f;y;20.17
3;2.29;1893;t;t;uuuu;t;y;50.08
3;4.25;1894;t;t;wwww;t;y;27
6;2.5;1895;f;t;wwww;t;y;38.17
0;0.375;1896;t;t;wwww;f;y;27
8;7;1897;f;t;wwww;t;y;41.17
11;0;1898;t;t;uuuu;t;y;65.17
0;0;1899;f;f;wwww;f;y;37.58
3;2.375;1900;t;t;wwww;t;y;23.25
6;0.29;1901;f;t;wwww;t;y;21.83
0;1.75;1902;t;t;wwww;f;y;26
8;1.335;1903;t;t;wwww;t;y;31.67
0;8.5;1904;t;t;uuuu;f;y;49.83
6;6.5;1905;f;t;uuuu;t;y;47.42
11;0;1906;f;t;wwww;t;y;51.33
2;0.75;1907;f;t;uuuu;t;y;18.92
0;0.835;1908;f;t;uuuu;f;y;28.42
4;1.25;1909;t;t;wwww;t;y;56.75
13;10;1910;f;t;uuuu;t;y;58.42
0;16;1911;f;t;wwww;f;y;48.33
7;0.75;1912;t;t;wwww;t;y;33.17
7;2.585;1913;f;t;uuuu;t;y;22.42
0;0.085;1914;f;t;uuuu;f;y;18.83
11;0.25;1915;f;t;wwww;t;y;48.58
0;1.25;1916;f;t;wwww;f;y;26.75
9;17.5;1917;t;t;wwww;t;y;64.08
3;1.665;1918;t;t;wwww;t;y;20.17
67;1.21;1919;t;t;wwww;t;y;25.67
0;1.335;1920;f;t;wwww;f;y;22.67
16;7;1921;f;t;wwww;t;y;31.33
40;28.5;1922;f;t;wwww;t;y;56.42
12;1.5;1923;t;t;uuuu;t;y;24.75
1;1.25;1924;f;t;uuuu;t;y;24.08
0;11;1925;t;t;wwww;f;y;28.33
2;5;1926;f;t;uuuu;t;y;26.92
0;5.75;1927;t;t;wwww;f;y;27.67
0;0.085;1928;t;t;wwww;f;y;38.67
16;1.085;1929;f;t;uuuu;t;y;32.17
12;5.5;1930;t;t;wwww;t;y;32.67
9;12.5;1931;f;t;wwww;t;y;48.75
1;2.25;1932;t;t;wwww;t;y;21
12;15.5;1933;f;t;wwww;t;y;48.17
14;10;1934;t;t;wwww;t;y;39.33
0;0.25;1935;t;t;uuuu;f;y;25.08
0;0.25;1936;t;t;wwww;f;y;23.25
1;2;1937;f;t;uuuu;t;y;30.67
0;0;1938;t;f;wwww;f;y;19.17
1;1;1939;f;f;;t;y;20.08
0;9;1940;t;t;wwww;f;y;36.67
1;0.46;1941;f;t;wwww;t;y;23.17
2;1.5;1942;f;t;uuuu;t;y;15.83
5;1.75;1943;t;t;wwww;t;y;16.08
9;5.165;1944;t;t;uuuu;t;y;47
0;0;1945;f;f;uuuu;f;y;71.58
4;0.5;1946;f;t;uuuu;t;y;21.25
7;20;1947;t;t;wwww;t;y;65.42
11;2;1948;t;t;wwww;t;y;20.5
5;5;1949;f;t;wwww;t;y;55.92
0;0;1950;t;t;wwww;f;y;34.92
17;15;1951;t;t;wwww;t;y;56.58
3;1;1952;f;t;wwww;t;y;25.17
1;1.665;1953;t;t;wwww;t;y;25.08
6;14;1954;t;t;wwww;t;y;57.83
6;7.5;1955;t;t;wwww;t;y;34.92
6;4.25;1956;f;t;wwww;t;y;33.58
0;0.04;1957;f;t;uuuu;f;y;22.92
0;1.5;1958;f;t;uuuu;f;y;24.5
0;0;1959;f;t;wwww;f;y;20.25
2;1.5;1960;f;t;wwww;t;y;18.5
7;0.625;1961;f;t;wwww;t;y;25.17
0;5;1962;t;t;wwww;f;y;44.33
0;0.5;1963;f;t;wwww;f;y;18.08
0;11;1964;t;t;uuuu;f;y;60.58
0;3.5;1965;f;f;wwww;f;y;41.5
0;0.875;1966;t;t;uuuu;f;y;25.75
5;5.04;1967;t;t;wwww;t;y;29.25
11;2;1968;f;t;uuuu;t;y;36
9;3;1969;f;t;wwww;t;y;31.67
15;18;1970;t;t;wwww;t;y;60.08
1;2;1971;f;t;wwww;t;y;22.33
1;3.5;1972;f;t;wwww;t;y;40
1;1.625;1973;t;t;wwww;t;y;35.17
0;15;1974;f;t;wwww;f;y;41.33
1;0.335;1975;t;t;uuuu;t;y;20.75
0;2.5;1976;t;t;wwww;f;y;32.08
3;5;1977;t;t;wwww;t;y;
6;1.875;1978;f;t;wwww;t;y;23.92
10;3.17;1979;f;t;uuuu;t;y;23.25
11;0.415;1980;t;t;uuuu;t;y;46.67
6;3.5;1981;f;t;uuuu;t;y;25
3;0.25;1982;f;t;wwww;t;y;25.5
5;2.71;1983;f;t;uuuu;t;y;18.75
5;8.5;1984;t;t;uuuu;t;y;23.5
12;4.5;1985;t;t;wwww;t;y;34.17
5;3.75;1986;t;t;wwww;t;y;27.83
0;5;1987;t;t;uuuu;f;y;36.75
1;2.75;1988;f;t;uuuu;t;y;47.25
0;0.375;1989;f;f;uuuu;f;y;33.67
1;14;1990;t;t;wwww;t;y;45
0;6.5;1991;t;t;wwww;f;y;33.17
0;1.04;1992;t;t;uuuu;f;y;25
5;1;1993;t;t;wwww;t;y;26.67
0;0.125;1994;t;t;wwww;f;y;48.5
0;0.04;1995;t;t;wwww;f;y;37.42
0;0.21;1996;f;f;wwww;f;y;18
15;0;1997;f;t;uuuu;t;y;56.5
5;1.46;1998;t;t;wwww;t;y;25.75
5;0.415;1999;t;t;uuuu;t;y;22.58
1;2.04;2000;t;t;wwww;t;y;33.17
0;0.04;2001;t;t;wwww;f;y;32
0;1.75;2002;f;t;uuuu;f;y;40.83
0;0.125;2003;t;t;wwww;f;y;59.67
0;3.165;2004;t;t;wwww;f;y;42.5
0;0;2005;f;t;uuuu;f;y;28.08
0;0.125;2006;t;t;uuuu;f;y;37.75
5;8.665;2007;f;t;wwww;t;y;53.92
20;15;2008;f;t;wwww;t;y;47.67
0;0.835;2009;f;t;wwww;f;y;23.25
0;2.585;2010;f;t;wwww;f;y;22.67
11;14.415;2011;t;t;wwww;t;y;54.58
0;7.415;2012;t;t;wwww;f;y;34.25
3;2;2013;t;t;wwww;t;y;27.58
0;0;2014;f;t;uuuu;f;y;46
4;4;2015;f;t;uuuu;t;y;60.92
2;13.875;2016;t;t;uuuu;t;y;47.42
12;4.25;2017;t;t;wwww;t;y;37.33
0;0;2018;f;f;uuuu;f;y;25.58
1;1.585;2019;f;t;uuuu;t;y;20.42
3;7.375;2020;t;t;uuuu;t;y;44.17
9;5.375;2021;t;t;wwww;t;y;34.75
0;2.5;2022;f;t;wwww;f;y;20.5
0;2.25;2023;t;f;wwww;f;y;22.67
0;2.165;2024;t;f;wwww;f;y;22.08
0;4.58;2025;f;t;wwww;f;y;42.83
4;1;2026;t;t;uuuu;t;y;18.92
3;0.165;2027;f;t;uuuu;t;y;20.67
0;0.04;2028;f;t;uuuu;f;y;32.33
11;5.335;2029;f;t;wwww;t;y;28.92
14;5.5;2030;f;t;uuuu;t;y;52.83
5;2.085;2031;f;t;uuuu;t;y;20.67
6;2.5;2032;f;t;wwww;t;y;36.25
4;1;2033;f;t;uuuu;t;y;20.33
0;0.25;2034;f;t;wwww;f;y;25.75
4;0.585;2035;f;t;uuuu;t;y;28.17
0;0.165;2036;f;f;wwww;f;y;23.92
0;8;2037;t;t;wwww;f;y;56
2;0.71;2038;t;t;uuuu;t;y;20.75
7;4;2039;t;t;uuuu;t;y;30.5
7;5;2040;t;t;uuuu;t;y;45.83
10;3.5;2041;t;t;wwww;t;y;39
0;0.665;2042;f;t;wwww;f;y;22.08
2;4.75;2043;f;t;wwww;t;y;28.25
0;3;2044;f;t;uuuu;f;y;18.83
5;2.5;2045;t;t;uuuu;t;y;28.67
0;2.46;2046;f;f;uuuu;f;y;22.5
0;6.5;2047;f;t;wwww;f;y;
1;2.54;2048;f;t;uuuu;t;y;28.5
0;1.5;2049;f;t;wwww;f;y;19.17
3;2.5;2050;f;t;uuuu;t;y;21.5
0;0;2051;t;f;wwww;f;y;17.5
1;5.25;2052;f;t;wwww;t;y;26.67
2;3.25;2053;f;t;wwww;t;y;34.42
0;0;2054;t;t;wwww;f;y;73.42
2;0.5;2055;t;t;uuuu;t;y;23
11;1.085;2056;t;t;wwww;t;y;23.08
7;1.46;2057;f;t;wwww;t;y;19.42
0;0.835;2058;t;t;wwww;f;y;23.33
0;12.75;2059;t;t;wwww;f;y;42.17
0;1.5;2060;f;f;wwww;f;y;21.25
0;0.085;2061;t;f;wwww;f;y;34.17
6;7.875;2062;t;t;uuuu;t;y;47.75
0;2.5;2063;f;t;uuuu;f;y;44.33
16;6.5;2064;f;t;wwww;t;y;39.5
3;0.5;2065;t;t;uuuu;t;y;41.17
0;4.335;2066;f;t;wwww;f;y;29.92
0;0;2067;f;f;wwww;f;y;23.17
7;4.5;2068;f;t;wwww;t;y;35.17
7;0.75;2069;f;t;uuuu;t;y;19.17
15;6.29;2070;f;t;wwww;t;y;52.5
1;0.04;2071;f;t;wwww;t;y;39.92
0;3;2072;t;t;wwww;f;y;21.33
4;0.75;2073;f;t;uuuu;t;y;35.75
1;13;2074;t;t;wwww;t;y;67.75
0;5.25;2075;t;t;wwww;f;y;32.67
15;7.585;2076;t;t;wwww;t;y;49.5
8;1.085;2077;t;t;wwww;t;y;21
3;0.96;2078;t;t;wwww;t;y;28.25
1;1.54;2079;t;t;wwww;t;y;34.17
3;6.04;2080;f;t;wwww;t;y;31.92
4;0.54;2081;f;t;uuuu;t;y;29.5
0;0.085;2082;f;t;wwww;f;y;23.17
0;10;2083;t;f;uuuu;f;y;18.08
19;1.835;2084;f;t;uuuu;t;y;24.75
0;0.04;2085;f;t;uuuu;f;y;20.83
2;4.165;2086;t;t;wwww;t;y;28
1;2.25;2087;f;t;wwww;t;y;20.42
6;5.665;2088;f;t;wwww;t;y;28.67
1;0.04;2089;t;t;wwww;t;y;21.92
11;6;2090;f;t;wwww;t;y;43.25
3;1.625;2091;f;t;wwww;t;y;20.42
0;5.125;2092;f;t;wwww;f;y;42
2;1.5;2093;t;t;uuuu;t;y;23.42
0;0.875;2094;f;t;uuuu;f;y;25.17
6;2.25;2095;f;t;wwww;t;y;24.83
2;4.75;2096;f;t;;t;y;24.5
0;1.5;2097;t;f;wwww;f;y;37.5
0;1.5;2098;t;f;wwww;f;y;36.75
8;1.5;2099;t;t;wwww;t;y;28.25
3;5.5;2100;t;t;wwww;t;y;32.75
11;1;2101;f;t;uuuu;t;y;17.83
7;2.29;2102;t;t;uuuu;t;y;22.83
2;1.75;2103;t;t;wwww;t;y;13.75
23;0.125;2104;t;t;uuuu;t;y;41
11;2.125;2105;t;t;wwww;t;y;23.08
0;1.71;2106;f;t;wwww;f;y;20.17
3;2.29;2107;t;t;uuuu;t;y;50.08
3;4.25;2108;t;t;wwww;t;y;27
6;2.5;2109;f;t;wwww;t;y;38.17
0;0.375;2110;t;t;wwww;f;y;27
8;7;2111;f;t;wwww;t;y;41.17
11;0;2112;t;t;uuuu;t;y;65.17
0;0;2113;f;f;wwww;f;y;37.58
3;2.375;2114;t;t;wwww;t;y;23.25
6;0.29;2115;f;t;wwww;t;y;21.83
0;1.75;2116;t;t;wwww;f;y;26
8;1.335;2117;t;t;wwww;t;y;31.67
0;8.5;2118;t;t;uuuu;f;y;49.83
6;6.5;2119;f;t;uuuu;t;y;47.42
11;0;2120;f;t;wwww;t;y;51.33
2;0.75;2121;f;t;uuuu;t;y;18.92
0;0.835;2122;f;t;uuuu;f;y;28.42
4;1.25;2123;t;t;wwww;t;y;56.75
13;10;2124;f;t;uuuu;t;y;58.42
0;16;2125;f;t;wwww;f;y;48.33
7;0.75;2126;t;t;wwww;t;y;33.17
7;2.585;2127;f;t;uuuu;t;y;22.42
0;0.085;2128;f;t;uuuu;f;y;18.83
11;0.25;2129;f;t;wwww;t;y;48.58
0;1.25;2130;f;t;wwww;f;y;26.75
9;17.5;2131;t;t;wwww;t;y;64.08
3;1.665;2132;t;t;wwww;t;y;20.17
67;1.21;2133;t;t;wwww;t;y;25.67
0;1.335;2134;f;t;wwww;f;y;22.67
16;7;2135;f;t;wwww;t;y;31.33
40;28.5;2136;f;t;wwww;t;y;56.42
12;1.5;2137;t;t;uuuu;t;y;24.75
1;1.25;2138;f;t;uuuu;t;y;24.08
0;11;2139;t;t;wwww;f;y;28.33
2;5;2140;f;t;uuuu;t;y;26.92
0;5.75;2141;t;t;wwww;f;y;27.67
0;0.085;2142;t;t;wwww;f;y;38.67
16;1.085;2143;f;t;uuuu;t;y;32.17
12;5.5;2144;t;t;wwww;t;y;32.67
9;12.5;2145;f;t;wwww;t;y;48.75
1;2.25;2146;t;t;wwww;t;y;21
12;15.5;2147;f;t;wwww;t;y;48.17
14;10;2148;t;t;wwww;t;y;39.33
0;0.25;2149;t;t;uuuu;f;y;25.08
0;0.25;2150;t;t;wwww;f;y;23.25
1;2;2151;f;t;uuuu;t;y;30.67
0;0;2152;t;f;wwww;f;y;19.17
1;1;2153;f;f;;t;y;20.08
0;9;2154;t;t;wwww;f;y;36.67
1;0.46;2155;f;t;wwww;t;y;23.17
2;1.5;2156;f;t;uuuu;t;y;15.83
5;1.75;2157;t;t;wwww;t;y;16.08
9;5.165;2158;t;t;uuuu;t;y;47
0;0;2159;f;f;uuuu;f;y;71.58
4;0.5;2160;f;t;uuuu;t;y;21.25
7;20;2161;t;t;wwww;t;y;65.42
11;2;2162;t;t;wwww;t;y;20.5
5;5;2163;f;t;wwww;t;y;55.92
0;0;2164;t;t;wwww;f;y;34.92
17;15;2165;t;t;wwww;t;y;56.58
3;1;2166;f;t;wwww;t;y;25.17
1;1.665;2167;t;t;wwww;t;y;25.08
6;14;2168;t;t;wwww;t;y;57.83
6;7.5;2169;t;t;wwww;t;y;34.92
6;4.25;2170;f;t;wwww;t;y;33.58
0;0.04;2171;f;t;uuuu;f;y;22.92
0;1.5;2172;f;t;uuuu;f;y;24.5
0;0;2173;f;t;wwww;f;y;20.25
2;1.5;2174;f;t;wwww;t;y;18.5
7;0.625;2175;f;t;wwww;t;y;25.17
0;5;2176;t;t;wwww;f;y;44.33
0;0.5;2177;f;t;wwww;f;y;18.08
0;11;2178;t;t;uuuu;f;y;60.58
0;3.5;2179;f;f;wwww;f;y;41.5
0;0.875;2180;t;t;uuuu;f;y;25.75
5;5.04;2181;t;t;wwww;t;y;29.25
11;2;2182;f;t;uuuu;t;y;36
9;3;2183;f;t;wwww;t;y;31.67
15;18;2184;t;t;wwww;t;y;60.08
1;2;2185;f;t;wwww;t;y;22.33
1;3.5;2186;f;t;wwww;t;y;40
1;1.625;2187;t;t;wwww;t;y;35.17
0;15;2188;f;t;wwww;f;y;41.33
1;0.335;2189;t;t;uuuu;t;y;20.75
0;2.5;2190;t;t;wwww;f;y;32.08
3;5;2191;t;t;wwww;t;y;
6;1.875;2192;f;t;wwww;t;y;23.92
10;3.17;2193;f;t;uuuu;t;y;23.25
11;0.415;2194;t;t;uuuu;t;y;46.67
6;3.5;2195;f;t;uuuu;t;y;25
3;0.25;2196;f;t;wwww;t;y;25.5
5;2.71;2197;f;t;uuuu;t;y;18.75
5;8.5;2198;t;t;uuuu;t;y;23.5
12;4.5;2199;t;t;wwww;t;y;34.17
5;3.75;2200;t;t;wwww;t;y;27.83
0;5;2201;t;t;uuuu;f;y;36.75
1;2.75;2202;f;t;uuuu;t;y;47.25
0;0.375;2203;f;f;uuuu;f;y;33.67
1;14;2204;t;t;wwww;t;y;45
0;6.5;2205;t;t;wwww;f;y;33.17
0;1.04;2206;t;t;uuuu;f;y;25
5;1;2207;t;t;wwww;t;y;26.67
0;0.125;2208;t;t;wwww;f;y;48.5
0;0.04;2209;t;t;wwww;f;y;37.42
0;0.21;2210;f;f;wwww;f;y;18
15;0;2211;f;t;uuuu;t;y;56.5
5;1.46;2212;t;t;wwww;t;y;25.75
5;0.415;2213;t;t;uuuu;t;y;22.58
1;2.04;2214;t;t;wwww;t;y;33.17
0;0.04;2215;t;t;wwww;f;y;32
0;1.75;2216;f;t;uuuu;f;y;40.83
0;0.125;2217;t;t;wwww;f;y;59.67
0;3.165;2218;t;t;wwww;f;y;42.5
0;0;2219;f;t;uuuu;f;y;28.08
0;0.125;2220;t;t;uuuu;f;y;37.75
5;8.665;2221;f;t;wwww;t;y;53.92
20;15;2222;f;t;wwww;t;y;47.67
0;0.835;2223;f;t;wwww;f;y;23.25
0;2.585;2224;f;t;wwww;f;y;22.67
11;14.415;2225;t;t;wwww;t;y;54.58
0;7.415;2226;t;t;wwww;f;y;34.25
3;2;2227;t;t;wwww;t;y;27.58
0;0;2228;f;t;uuuu;f;y;46
4;4;2229;f;t;uuuu;t;y;60.92
2;13.875;2230;t;t;uuuu;t;y;47.42
12;4.25;2231;t;t;wwww;t;y;37.33
0;0;2232;f;f;uuuu;f;y;25.58
1;1.585;2233;f;t;uuuu;t;y;20.42
3;7.375;2234;t;t;uuuu;t;y;44.17
9;5.375;2235;t;t;wwww;t;y;34.75
0;2.5;2236;f;t;wwww;f;y;20.5
0;2.25;2237;t;f;wwww;f;y;22.67
0;2.165;2238;t;f;wwww;f;y;22.08
0;4.58;2239;f;t;wwww;f;y;42.83
4;1;2240;t;t;uuuu;t;y;18.92
3;0.165;2241;f;t;uuuu;t;y;20.67
0;0.04;2242;f;t;uuuu;f;y;32.33
11;5.335;2243;f;t;wwww;t;y;28.92
14;5.5;2244;f;t;uuuu;t;y;52.83
5;2.085;2245;f;t;uuuu;t;y;20.67
6;2.5;2246;f;t;wwww;t;y;36.25
4;1;2247;f;t;uuuu;t;y;20.33
0;0.25;2248;f;t;wwww;f;y;25.75
4;0.585;2249;f;t;uuuu;t;y;28.17
0;0.165;2250;f;f;wwww;f;y;23.92
0;8;2251;t;t;wwww;f;y;56
2;0.71;2252;t;t;uuuu;t;y;20.75
7;4;2253;t;t;uuuu;t;y;30.5
7;5;2254;t;t;uuuu;t;y;45.83
10;3.5;2255;t;t;wwww;t;y;39
0;0.665;2256;f;t;wwww;f;y;22.08
2;4.75;2257;f;t;wwww;t;y;28.25
0;3;2258;f;t;uuuu;f;y;18.83
5;2.5;2259;t;t;uuuu;t;y;28.67
0;2.46;2260;f;f;uuuu;f;y;22.5
0;6.5;2261;f;t;wwww;f;y;
1;2.54;2262;f;t;uuuu;t;y;28.5
0;1.5;2263;f;t;wwww;f;y;19.17
3;2.5;2264;f;t;uuuu;t;y;21.5
0;0;2265;t;f;wwww;f;y;17.5
1;5.25;2266;f;t;wwww;t;y;26.67
2;3.25;2267;f;t;wwww;t;y;34.42
0;0;2268;t;t;wwww;f;y;73.42
2;0.5;2269;t;t;uuuu;t;y;23
11;1.085;2270;t;t;wwww;t;y;23.08
7;1.46;2271;f;t;wwww;t;y;19.42
0;0.835;2272;t;t;wwww;f;y;23.33
0;12.75;2273;t;t;wwww;f;y;42.17
0;1.5;2274;f;f;wwww;f;y;21.25
0;0.085;2275;t;f;wwww;f;y;34.17
6;7.875;2276;t;t;uuuu;t;y;47.75
0;2.5;2277;f;t;uuuu;f;y;44.33
16;6.5;2278;f;t;wwww;t;y;39.5
3;0.5;2279;t;t;uuuu;t;y;41.17
0;4.335;2280;f;t;wwww;f;y;29.92
0;0;2281;f;f;wwww;f;y;23.17
7;4.5;2282;f;t;wwww;t;y;35.17
7;0.75;2283;f;t;uuuu;t;y;19.17
15;6.29;2284;f;t;wwww;t;y;52.5
1;0.04;2285;f;t;wwww;t;y;39.92
0;3;2286;t;t;wwww;f;y;21.33
4;0.75;2287;f;t;uuuu;t;y;35.75
1;13;2288;t;t;wwww;t;y;67.75
0;5.25;2289;t;t;wwww;f;y;32.67
15;7.585;2290;t;t;wwww;t;y;49.5
8;1.085;2291;t;t;wwww;t;y;21
3;0.96;2292;t;t;wwww;t;y;28.25
1;1.54;2293;t;t;wwww;t;y;34.17
3;6.04;2294;f;t;wwww;t;y;31.92
4;0.54;2295;f;t;uuuu;t;y;29.5
0;0.085;2296;f;t;wwww;f;y;23.17
0;10;2297;t;f;uuuu;f;y;18.08
19;1.835;2298;f;t;uuuu;t;y;24.75
0;0.04;2299;f;t;uuuu;f;y;20.83
2;4.165;2300;t;t;wwww;t;y;28
1;2.25;2301;f;t;wwww;t;y;20.42
6;5.665;2302;f;t;wwww;t;y;28.67
1;0.04;2303;t;t;wwww;t;y;21.92
11;6;2304;f;t;wwww;t;y;43.25
3;1.625;2305;f;t;wwww;t;y;20.42
0;5.125;2306;f;t;wwww;f;y;42
2;1.5;2307;t;t;uuuu;t;y;23.42
0;0.875;2308;f;t;uuuu;f;y;25.17
