ID;UKL;GJAH;ZIK;HUI;ERZ;CDx;BJZHD;NKJUD;LPI;BJKG
3134;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
3135;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
3136;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
3137;1;;y;rrr;;0.0;;;;
3138;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
3139;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
3140;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
3141;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
3142;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
3143;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
3144;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
3145;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
3146;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
3147;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
3148;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
3149;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
3150;48;oooo;;oooo;www;300.0;ee;311.0;3110000.0;hhhh
3151;157;oooo;;oooo;www;500.0;mmm;380.0;3800000.0;qqqq
3152;1;oooo;y;oooo;www;0.0;ee;0.0;0.0;qqqq
3153;154;ii;y;uuu;nnn;0.0;ee;300.0;3000000.0;hh
3154;155;oooo;;oooo;www;500.0;sss;0.0;0.0;hhhh
3155;155;oooo;y;oooo;www;0.0;ee;100.0;1000000.0;qqqq
3156;152;oooo;;oooo;www;0.0;mmm;181.0;1810000.0;hhhh
3157;18;oooo;;oooo;www;150.0;vvvv;100.0;1000000.0;qqqq
3158;84;oooo;x;oooo;www;168.0;sss;381.0;3810000.0;hhhh
3159;160;rrr;x;oooo;pppp;59.0;zzz;840.0;8400000.0;qqqq
3160;155;oooo;;oooo;www;0.0;sss;80.0;800000.0;hhhh
3161;173;oooo;;oooo;www;1391.0;vvvv;200.0;2000000.0;qqqq
3162;148;oooo;;oooo;www;0.0;kkk;400.0;4000000.0;hhhh
3163;172;rrr;;oooo;pppp;400.0;sss;80.0;800000.0;qqqq
3164;33;oooo;;oooo;www;0.0;zzz;360.0;3600000.0;hhhh
3165;31;oooo;;oooo;www;600.0;vvvv;;;qqqq
3166;116;oooo;;oooo;www;444.0;vvvv;73.0;730000.0;yy
3167;5;rrr;;oooo;pppp;0.0;yyy;431.0;4310000.0;qqqq
3168;144;rrr;y;oooo;pppp;113.0;vvvv;232.0;2320000.0;qqqq
3169;55;rrr;x;oooo;pppp;7.0;vvvv;144.0;1440000.0;yy
3170;12;oooo;x;oooo;www;0.0;ee;0.0;0.0;hhhh
3171;101;oooo;;oooo;www;3000.0;zzz;0.0;0.0;hhhh
3172;24;oooo;x;oooo;www;2384.0;sss;140.0;1400000.0;hhhh
3173;158;rrr;;oooo;pppp;1000.0;yyy;120.0;1200000.0;qqqq
3174;19;rrr;;oooo;pppp;1236.0;sss;455.0;4550000.0;hhhh
3175;106;oooo;;oooo;www;284.0;yyy;290.0;2900000.0;hhhh
3176;61;oooo;;uuu;www;0.0;yyy;120.0;1200000.0;qqqq
3177;115;oooo;;oooo;www;0.0;ee;156.0;1560000.0;qqqq
3178;171;oooo;x;oooo;www;150.0;vvvv;312.0;3120000.0;hhhh
3179;93;oooo;x;oooo;www;196.0;zzz;520.0;5200000.0;qqqq
3180;12;rrr;;oooo;pppp;1065.0;yyy;260.0;2600000.0;qqqq
3181;43;oooo;x;oooo;www;0.0;ee;320.0;3200000.0;hhhh
3182;123;oooo;;oooo;www;1400.0;hh;0.0;0.0;hh
3183;1;;;rrr;;0.0;;;;
3184;12;oooo;;oooo;www;582.0;sss;0.0;0.0;qqqq
3185;101;oooo;;oooo;www;0.0;zzz;121.0;1210000.0;qqqq
3186;147;oooo;;oooo;www;0.0;sss;280.0;2800000.0;qqqq
3187;175;oooo;x;oooo;www;3290.0;zzz;303.0;3030000.0;qqqq
3188;120;oooo;;oooo;www;0.0;mmm;0.0;0.0;hhhh
3189;177;oooo;x;oooo;www;51100.0;ggg;375.0;3750000.0;yy
3190;91;oooo;;oooo;www;1249.0;kkk;0.0;0.0;yy
3191;179;oooo;;oooo;www;591.0;ee;88.0;880000.0;qqqq
3192;40;oooo;y;uuu;www;0.0;yyy;280.0;2800000.0;qqqq
3193;112;oooo;;oooo;www;0.0;ooo;200.0;2000000.0;qqqq
3194;138;oooo;;oooo;www;6700.0;kkk;0.0;0.0;yy
3195;110;oooo;y;uuu;www;0.0;ooo;110.0;1100000.0;qqqq
3196;147;oooo;;oooo;www;4071.0;zzz;340.0;3400000.0;qqqq
3197;62;oooo;x;oooo;www;3257.0;sss;129.0;1290000.0;qqqq
3198;87;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
3199;148;rrr;;oooo;pppp;2732.0;mmm;380.0;3800000.0;qqqq
3200;5;oooo;y;oooo;www;5298.0;zzz;0.0;0.0;hhhh
3201;137;oooo;x;oooo;www;1000.0;zzz;0.0;0.0;hhhh
3202;83;oooo;;oooo;www;28.0;vvvv;40.0;400000.0;qqqq
3203;114;oooo;;oooo;www;258.0;ee;140.0;1400000.0;qqqq
3204;98;oooo;;oooo;www;0.0;sss;100.0;1000000.0;hhhh
3205;136;oooo;x;oooo;www;5000.0;vvvv;0.0;0.0;qqqq
3206;143;rrr;x;oooo;pppp;15.0;vvvv;0.0;0.0;qqqq
3207;114;oooo;;oooo;www;567.0;ee;120.0;1200000.0;qqqq
3208;164;oooo;;oooo;www;678.0;sss;0.0;0.0;hhhh
3209;163;oooo;y;oooo;www;0.0;yyy;70.0;700000.0;qqqq
3210;119;oooo;;oooo;www;5000.0;sss;0.0;0.0;hhhh
3211;122;oooo;;oooo;www;500.0;yyy;487.0;4870000.0;qqqq
3212;149;oooo;y;oooo;www;0.0;mmm;280.0;2800000.0;qqqq
3213;11;oooo;;oooo;www;2079.0;yyy;120.0;1200000.0;qqqq
3214;60;oooo;x;oooo;www;1000.0;sss;408.0;4080000.0;hhhh
3215;80;oooo;x;oooo;www;1655.0;vvvv;181.0;1810000.0;hhhh
3216;53;rrr;;oooo;pppp;300.0;yyy;80.0;800000.0;qqqq
3217;76;oooo;;oooo;www;790.0;yyy;0.0;0.0;hhhh
3218;65;oooo;x;oooo;www;0.0;ee;399.0;3990000.0;hhhh
3219;28;rrr;;oooo;pppp;0.0;ee;370.0;3700000.0;qqqq
3220;158;oooo;;oooo;www;0.0;vvvv;160.0;1600000.0;yy
3221;110;oooo;;oooo;www;19.0;vvvv;220.0;2200000.0;qqqq
3222;1;rrr;;uuu;pppp;1.0;ooo;500.0;5000000.0;yy
3223;144;oooo;x;oooo;www;768.0;sss;240.0;2400000.0;qqqq
3224;37;oooo;;oooo;www;639.0;sss;102.0;1020000.0;hhhh
3225;103;oooo;x;oooo;www;0.0;zzz;100.0;1000000.0;hhhh
3226;161;oooo;x;oooo;www;0.0;vvvv;100.0;1000000.0;hhhh
3227;171;oooo;x;oooo;www;690.0;vvvv;352.0;3520000.0;qqqq
3228;118;oooo;x;oooo;www;0.0;kkk;0.0;0.0;yy
3229;1;;;rrr;;0.0;;;;
3230;25;oooo;;uuu;www;0.0;kkk;80.0;800000.0;yy
3231;101;oooo;;oooo;www;0.0;ggg;22.0;220000.0;bbb
3232;26;oooo;;oooo;www;3000.0;vvvv;200.0;2000000.0;qqqq
3233;106;oooo;;oooo;www;8851.0;hh;0.0;0.0;hh
3234;27;oooo;y;oooo;www;200.0;yyy;239.0;2390000.0;qqqq
3235;134;oooo;x;oooo;www;0.0;yyy;0.0;0.0;yy
3236;168;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
3237;16;oooo;;oooo;www;20.0;zzz;395.0;3950000.0;qqqq
3238;71;oooo;;oooo;www;1332.0;ooo;360.0;3600000.0;qqqq
3239;163;oooo;;oooo;www;1000.0;zzz;0.0;0.0;hhhh
3240;31;oooo;;oooo;www;0.0;ooo;204.0;2040000.0;qqqq
3241;107;oooo;;oooo;www;1349.0;ee;80.0;800000.0;qqqq
3242;164;oooo;;oooo;www;824.0;sss;280.0;2800000.0;hhhh
3243;90;oooo;;oooo;www;0.0;ggg;0.0;0.0;yy
3244;152;oooo;;oooo;www;300.0;kkk;120.0;1200000.0;qqqq
3245;40;oooo;x;oooo;www;7059.0;ee;0.0;0.0;qqqq
3246;164;oooo;;oooo;www;0.0;kkk;320.0;3200000.0;hhhh
3247;60;oooo;;oooo;www;0.0;mmm;80.0;800000.0;qqqq
3248;131;oooo;;oooo;www;10561.0;sss;21.0;210000.0;qqqq
3249;13;oooo;;oooo;www;0.0;kkk;216.0;2160000.0;yy
3250;164;oooo;;oooo;www;0.0;vvvv;491.0;4910000.0;hhhh
3251;126;oooo;x;oooo;www;0.0;ee;168.0;1680000.0;qqqq
3252;147;oooo;x;oooo;www;456.0;vvvv;0.0;0.0;qqqq
3253;130;oooo;x;oooo;www;730.0;yyy;250.0;2500000.0;qqqq
3254;124;oooo;x;oooo;www;1000.0;hh;0.0;0.0;hh
3255;101;oooo;;oooo;www;278.0;yyy;80.0;800000.0;qqqq
3256;68;oooo;;oooo;www;500.0;ee;0.0;0.0;yy
3257;140;oooo;;oooo;www;500.0;zzz;515.0;5150000.0;hhhh
3258;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
3259;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
3260;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
3261;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
3262;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
3263;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
3264;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
3265;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
3266;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
3267;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
3268;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
3269;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
3270;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
3271;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
3272;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
3273;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
3274;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
3275;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
3276;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
3277;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
3278;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
3279;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
3280;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
3281;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
3282;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
3283;99;oooo;;oooo;www;560.0;sss;0.0;0.0;qqqq
3284;34;rrr;x;oooo;pppp;18027.0;vvvv;180.0;1800000.0;hhhh
3285;17;rrr;;oooo;pppp;0.0;ggg;393.0;3930000.0;hhhh
3286;91;oooo;;oooo;www;837.0;sss;29.0;290000.0;hhhh
3287;13;oooo;y;oooo;www;0.0;sss;260.0;2600000.0;qqqq
3288;54;rrr;;oooo;pppp;1442.0;yyy;52.0;520000.0;qqqq
3289;127;rrr;;oooo;pppp;13212.0;ggg;0.0;0.0;bbb
3290;60;oooo;y;oooo;www;0.0;sss;228.0;2280000.0;qqqq
3291;88;oooo;;oooo;www;0.0;ggg;0.0;0.0;qqqq
3292;151;oooo;x;oooo;www;15000.0;vvvv;0.0;0.0;yy
3293;147;oooo;y;uuu;www;0.0;vvvv;300.0;3000000.0;qqqq
3294;28;rrr;y;oooo;pppp;0.0;vvvv;0.0;0.0;hhhh
3295;85;oooo;;oooo;www;300.0;hh;30.0;300000.0;hh
3296;155;oooo;;oooo;www;0.0;ee;0.0;0.0;hhhh
3297;19;rrr;;oooo;pppp;560.0;ee;370.0;3700000.0;qqqq
3298;158;oooo;;oooo;www;960.0;lll;100.0;1000000.0;lll
3299;163;oooo;x;oooo;www;99.0;ee;0.0;0.0;qqqq
3300;155;oooo;;oooo;www;1704.0;zzz;519.0;5190000.0;qqqq
3301;68;oooo;;oooo;www;0.0;ooo;93.0;930000.0;hhhh
3302;1;;;rrr;;0.0;;;;
3303;174;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
3304;69;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
3305;127;oooo;;oooo;www;134.0;xxx;0.0;0.0;ppp
3306;91;rrr;;uuu;pppp;0.0;vvvv;40.0;400000.0;qqqq
3307;145;oooo;;uuu;www;0.0;vvvv;0.0;0.0;lll
3308;175;oooo;;oooo;www;0.0;vvvv;128.0;1280000.0;hhhh
3309;51;oooo;;uuu;www;0.0;sss;0.0;0.0;qqqq
3310;83;rrr;x;oooo;pppp;500.0;vvvv;80.0;800000.0;qqqq
3311;155;oooo;;oooo;www;6.0;sss;100.0;1000000.0;qqqq
3312;160;oooo;y;oooo;www;11177.0;ee;440.0;4400000.0;qqqq
3313;127;oooo;;oooo;www;2283.0;vvvv;0.0;0.0;hhhh
3314;127;oooo;;oooo;www;2200.0;vvvv;0.0;0.0;qqqq
3315;18;oooo;;oooo;www;2503.0;sss;220.0;2200000.0;qqqq
3316;163;oooo;;oooo;www;367.0;vvvv;0.0;0.0;yy
3317;91;oooo;;oooo;www;1465.0;vvvv;50.0;500000.0;hhhh
3318;171;oooo;y;oooo;www;23.0;vvvv;349.0;3490000.0;yy
3319;154;oooo;x;oooo;www;0.0;sss;80.0;800000.0;qqqq
3320;166;oooo;;oooo;www;0.0;vvvv;100.0;1000000.0;qqqq
3321;114;oooo;;oooo;www;2028.0;mmm;24.0;240000.0;hhhh
3322;95;oooo;x;oooo;www;0.0;sss;49.0;490000.0;qqqq
3323;68;oooo;x;oooo;www;3065.0;vvvv;0.0;0.0;yy
3324;98;oooo;x;oooo;www;0.0;sss;0.0;0.0;qqqq
3325;163;oooo;x;oooo;www;0.0;ee;0.0;0.0;qqqq
3326;101;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
3327;57;oooo;;oooo;www;7.0;zzz;420.0;4200000.0;qqqq
3328;47;rrr;y;oooo;pppp;0.0;vvvv;240.0;2400000.0;hhhh
3329;2;oooo;;oooo;www;1430.0;vvvv;300.0;3000000.0;qqqq
3330;79;rrr;y;oooo;pppp;0.0;zzz;164.0;1640000.0;qqqq
3331;98;oooo;y;oooo;www;0.0;zzz;0.0;0.0;qqqq
3332;34;rrr;;oooo;pppp;0.0;zzz;70.0;700000.0;hhhh
3333;86;oooo;;oooo;www;2206.0;yyy;120.0;1200000.0;qqqq
3334;168;oooo;x;oooo;www;918.0;ee;80.0;800000.0;qqqq
3335;139;ii;y;rrr;nnn;100000.0;hh;450.0;4500000.0;qqq
3336;30;rrr;;oooo;pppp;0.0;ee;211.0;2110000.0;qqqq
3337;46;oooo;x;oooo;www;610.0;kkk;274.0;2740000.0;yy
3338;132;oooo;y;oooo;www;0.0;hh;0.0;0.0;hh
3339;109;oooo;;oooo;www;551.0;zzz;300.0;3000000.0;hhhh
3340;27;oooo;;oooo;www;2184.0;vvvv;60.0;600000.0;qqqq
3341;68;oooo;x;oooo;www;2954.0;yyy;80.0;800000.0;hhhh
3342;108;rrr;;oooo;pppp;300.0;yyy;160.0;1600000.0;qqqq
3343;55;oooo;;oooo;www;0.0;sss;92.0;920000.0;hhhh
3344;12;oooo;;oooo;www;8.0;yyy;150.0;1500000.0;qqqq
3345;58;oooo;;oooo;www;6.0;yyy;290.0;2900000.0;qqqq
3346;177;oooo;x;oooo;www;1260.0;vvvv;0.0;0.0;qqqq
3347;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
3348;46;oooo;x;oooo;www;1210.0;vvvv;117.0;1170000.0;yy
3349;68;oooo;;oooo;www;0.0;sss;145.0;1450000.0;qqqq
3350;18;oooo;y;oooo;www;200.0;vvvv;260.0;2600000.0;hhhh
3351;1;;y;rrr;;0.0;;;;
3352;27;oooo;x;oooo;www;1270.0;mmm;150.0;1500000.0;qqqq
3353;81;oooo;;oooo;www;0.0;ee;96.0;960000.0;hhhh
3354;68;oooo;x;oooo;www;11202.0;mmm;0.0;0.0;qqqq
3355;67;oooo;x;oooo;www;300.0;sss;200.0;2000000.0;qqqq
3356;98;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
3357;178;oooo;x;oooo;www;1583.0;ee;0.0;0.0;qqqq
3358;60;oooo;x;oooo;www;0.0;ggg;0.0;0.0;bbb
3359;179;rrr;y;oooo;pppp;0.0;yyy;154.0;1540000.0;hhhh
3360;75;oooo;x;oooo;www;5000.0;kkk;0.0;0.0;yy
3361;155;rrr;x;oooo;pppp;1.0;yyy;160.0;1600000.0;qqqq
3362;176;oooo;x;oooo;www;0.0;ooo;396.0;3960000.0;qqqq
3363;13;oooo;;oooo;www;50000.0;ee;520.0;5200000.0;qqqq
3364;48;oooo;;oooo;www;300.0;ee;311.0;3110000.0;hhhh
3365;157;oooo;;oooo;www;500.0;mmm;380.0;3800000.0;qqqq
3366;1;oooo;y;oooo;www;0.0;ee;0.0;0.0;qqqq
3367;154;ii;y;uuu;nnn;0.0;ee;300.0;3000000.0;hh
3368;155;oooo;;oooo;www;500.0;sss;0.0;0.0;hhhh
3369;155;oooo;y;oooo;www;0.0;ee;100.0;1000000.0;qqqq
3370;152;oooo;;oooo;www;0.0;mmm;181.0;1810000.0;hhhh
3371;18;oooo;;oooo;www;150.0;vvvv;100.0;1000000.0;qqqq
3372;84;oooo;x;oooo;www;168.0;sss;381.0;3810000.0;hhhh
3373;160;rrr;x;oooo;pppp;59.0;zzz;840.0;8400000.0;qqqq
3374;155;oooo;;oooo;www;0.0;sss;80.0;800000.0;hhhh
3375;173;oooo;;oooo;www;1391.0;vvvv;200.0;2000000.0;qqqq
3376;148;oooo;;oooo;www;0.0;kkk;400.0;4000000.0;hhhh
3377;172;rrr;;oooo;pppp;400.0;sss;80.0;800000.0;qqqq
3378;33;oooo;;oooo;www;0.0;zzz;360.0;3600000.0;hhhh
3379;31;oooo;;oooo;www;600.0;vvvv;;;qqqq
3380;116;oooo;;oooo;www;444.0;vvvv;73.0;730000.0;yy
3381;5;rrr;;oooo;pppp;0.0;yyy;431.0;4310000.0;qqqq
3382;144;rrr;y;oooo;pppp;113.0;vvvv;232.0;2320000.0;qqqq
3383;55;rrr;x;oooo;pppp;7.0;vvvv;144.0;1440000.0;yy
3384;12;oooo;x;oooo;www;0.0;ee;0.0;0.0;hhhh
3385;101;oooo;;oooo;www;3000.0;zzz;0.0;0.0;hhhh
3386;24;oooo;x;oooo;www;2384.0;sss;140.0;1400000.0;hhhh
3387;158;rrr;;oooo;pppp;1000.0;yyy;120.0;1200000.0;qqqq
3388;19;rrr;;oooo;pppp;1236.0;sss;455.0;4550000.0;hhhh
3389;106;oooo;;oooo;www;284.0;yyy;290.0;2900000.0;hhhh
3390;61;oooo;;uuu;www;0.0;yyy;120.0;1200000.0;qqqq
3391;115;oooo;;oooo;www;0.0;ee;156.0;1560000.0;qqqq
3392;171;oooo;x;oooo;www;150.0;vvvv;312.0;3120000.0;hhhh
3393;93;oooo;x;oooo;www;196.0;zzz;520.0;5200000.0;qqqq
3394;12;rrr;;oooo;pppp;1065.0;yyy;260.0;2600000.0;qqqq
3395;43;oooo;x;oooo;www;0.0;ee;320.0;3200000.0;hhhh
3396;123;oooo;;oooo;www;1400.0;hh;0.0;0.0;hh
3397;1;;;rrr;;0.0;;;;
3398;12;oooo;;oooo;www;582.0;sss;0.0;0.0;qqqq
3399;101;oooo;;oooo;www;0.0;zzz;121.0;1210000.0;qqqq
3400;147;oooo;;oooo;www;0.0;sss;280.0;2800000.0;qqqq
3401;175;oooo;x;oooo;www;3290.0;zzz;303.0;3030000.0;qqqq
3402;120;oooo;;oooo;www;0.0;mmm;0.0;0.0;hhhh
3403;177;oooo;x;oooo;www;51100.0;ggg;375.0;3750000.0;yy
3404;91;oooo;;oooo;www;1249.0;kkk;0.0;0.0;yy
3405;179;oooo;;oooo;www;591.0;ee;88.0;880000.0;qqqq
3406;40;oooo;y;uuu;www;0.0;yyy;280.0;2800000.0;qqqq
3407;112;oooo;;oooo;www;0.0;ooo;200.0;2000000.0;qqqq
3408;138;oooo;;oooo;www;6700.0;kkk;0.0;0.0;yy
3409;110;oooo;y;uuu;www;0.0;ooo;110.0;1100000.0;qqqq
3410;147;oooo;;oooo;www;4071.0;zzz;340.0;3400000.0;qqqq
3411;62;oooo;x;oooo;www;3257.0;sss;129.0;1290000.0;qqqq
3412;87;oooo;;oooo;www;0.0;ee;100.0;1000000.0;qqqq
3413;148;rrr;;oooo;pppp;2732.0;mmm;380.0;3800000.0;qqqq
3414;5;oooo;y;oooo;www;5298.0;zzz;0.0;0.0;hhhh
3415;137;oooo;x;oooo;www;1000.0;zzz;0.0;0.0;hhhh
3416;83;oooo;;oooo;www;28.0;vvvv;40.0;400000.0;qqqq
3417;114;oooo;;oooo;www;258.0;ee;140.0;1400000.0;qqqq
3418;98;oooo;;oooo;www;0.0;sss;100.0;1000000.0;hhhh
3419;136;oooo;x;oooo;www;5000.0;vvvv;0.0;0.0;qqqq
3420;143;rrr;x;oooo;pppp;15.0;vvvv;0.0;0.0;qqqq
3421;114;oooo;;oooo;www;567.0;ee;120.0;1200000.0;qqqq
3422;164;oooo;;oooo;www;678.0;sss;0.0;0.0;hhhh
3423;163;oooo;y;oooo;www;0.0;yyy;70.0;700000.0;qqqq
3424;119;oooo;;oooo;www;5000.0;sss;0.0;0.0;hhhh
3425;122;oooo;;oooo;www;500.0;yyy;487.0;4870000.0;qqqq
3426;149;oooo;y;oooo;www;0.0;mmm;280.0;2800000.0;qqqq
3427;11;oooo;;oooo;www;2079.0;yyy;120.0;1200000.0;qqqq
3428;60;oooo;x;oooo;www;1000.0;sss;408.0;4080000.0;hhhh
3429;80;oooo;x;oooo;www;1655.0;vvvv;181.0;1810000.0;hhhh
3430;53;rrr;;oooo;pppp;300.0;yyy;80.0;800000.0;qqqq
3431;76;oooo;;oooo;www;790.0;yyy;0.0;0.0;hhhh
3432;65;oooo;x;oooo;www;0.0;ee;399.0;3990000.0;hhhh
3433;28;rrr;;oooo;pppp;0.0;ee;370.0;3700000.0;qqqq
3434;158;oooo;;oooo;www;0.0;vvvv;160.0;1600000.0;yy
3435;110;oooo;;oooo;www;19.0;vvvv;220.0;2200000.0;qqqq
3436;1;rrr;;uuu;pppp;1.0;ooo;500.0;5000000.0;yy
3437;144;oooo;x;oooo;www;768.0;sss;240.0;2400000.0;qqqq
3438;37;oooo;;oooo;www;639.0;sss;102.0;1020000.0;hhhh
3439;103;oooo;x;oooo;www;0.0;zzz;100.0;1000000.0;hhhh
3440;161;oooo;x;oooo;www;0.0;vvvv;100.0;1000000.0;hhhh
3441;171;oooo;x;oooo;www;690.0;vvvv;352.0;3520000.0;qqqq
3442;118;oooo;x;oooo;www;0.0;kkk;0.0;0.0;yy
3443;1;;;rrr;;0.0;;;;
3444;25;oooo;;uuu;www;0.0;kkk;80.0;800000.0;yy
3445;101;oooo;;oooo;www;0.0;ggg;22.0;220000.0;bbb
3446;26;oooo;;oooo;www;3000.0;vvvv;200.0;2000000.0;qqqq
3447;106;oooo;;oooo;www;8851.0;hh;0.0;0.0;hh
3448;27;oooo;y;oooo;www;200.0;yyy;239.0;2390000.0;qqqq
3449;134;oooo;x;oooo;www;0.0;yyy;0.0;0.0;yy
3450;168;oooo;;oooo;www;0.0;vvvv;0.0;0.0;qqqq
3451;16;oooo;;oooo;www;20.0;zzz;395.0;3950000.0;qqqq
3452;71;oooo;;oooo;www;1332.0;ooo;360.0;3600000.0;qqqq
3453;163;oooo;;oooo;www;1000.0;zzz;0.0;0.0;hhhh
3454;31;oooo;;oooo;www;0.0;ooo;204.0;2040000.0;qqqq
3455;107;oooo;;oooo;www;1349.0;ee;80.0;800000.0;qqqq
3456;164;oooo;;oooo;www;824.0;sss;280.0;2800000.0;hhhh
3457;90;oooo;;oooo;www;0.0;ggg;0.0;0.0;yy
3458;152;oooo;;oooo;www;300.0;kkk;120.0;1200000.0;qqqq
3459;40;oooo;x;oooo;www;7059.0;ee;0.0;0.0;qqqq
3460;164;oooo;;oooo;www;0.0;kkk;320.0;3200000.0;hhhh
3461;60;oooo;;oooo;www;0.0;mmm;80.0;800000.0;qqqq
3462;131;oooo;;oooo;www;10561.0;sss;21.0;210000.0;qqqq
3463;13;oooo;;oooo;www;0.0;kkk;216.0;2160000.0;yy
3464;164;oooo;;oooo;www;0.0;vvvv;491.0;4910000.0;hhhh
3465;126;oooo;x;oooo;www;0.0;ee;168.0;1680000.0;qqqq
3466;147;oooo;x;oooo;www;456.0;vvvv;0.0;0.0;qqqq
3467;130;oooo;x;oooo;www;730.0;yyy;250.0;2500000.0;qqqq
3468;124;oooo;x;oooo;www;1000.0;hh;0.0;0.0;hh
3469;101;oooo;;oooo;www;278.0;yyy;80.0;800000.0;qqqq
3470;68;oooo;;oooo;www;500.0;ee;0.0;0.0;yy
3471;140;oooo;;oooo;www;500.0;zzz;515.0;5150000.0;hhhh
3472;1;oooo;;oooo;www;0.0;vvvv;0.0;0.0;yy
3473;97;oooo;x;oooo;www;50.0;ee;80.0;800000.0;hhhh
3474;158;oooo;;oooo;www;0.0;ooo;360.0;3600000.0;qqqq
3475;158;oooo;x;oooo;www;2279.0;zzz;290.0;2900000.0;qqqq
3476;12;oooo;x;oooo;www;327.0;yyy;200.0;2000000.0;hhhh
3477;65;oooo;;oooo;www;245.0;sss;120.0;1200000.0;qqqq
3478;157;oooo;;oooo;www;6.0;ee;440.0;4400000.0;hhhh
3479;113;oooo;x;oooo;www;458.0;ee;400.0;4000000.0;hhhh
3480;154;oooo;x;oooo;www;15108.0;ooo;260.0;2600000.0;qqqq
3481;74;oooo;x;oooo;www;26726.0;sss;;;qqqq
3482;179;oooo;x;oooo;www;0.0;sss;120.0;1200000.0;qqqq
3483;82;oooo;;oooo;www;221.0;vvvv;0.0;0.0;qqqq
3484;13;oooo;;oooo;www;3.0;yyy;100.0;1000000.0;qqqq
3485;57;oooo;y;oooo;www;4000.0;ggg;0.0;0.0;qqqq
3486;171;oooo;;oooo;www;892.0;sss;333.0;3330000.0;hhhh
3487;154;oooo;;oooo;www;44.0;ee;300.0;3000000.0;qqqq
3488;80;oooo;x;oooo;www;2000.0;ee;88.0;880000.0;hhhh
3489;2;oooo;;oooo;www;31285.0;xxx;164.0;1640000.0;hhhh
3490;176;oooo;y;oooo;www;5860.0;zzz;160.0;1600000.0;hhhh
3491;17;rrr;;oooo;pppp;5777.0;vvvv;160.0;1600000.0;qqqq
3492;46;oooo;;oooo;www;0.0;ooo;225.0;2250000.0;qqqq
3493;19;oooo;;oooo;www;5800.0;yyy;400.0;4000000.0;qqqq
3494;145;oooo;y;oooo;www;40.0;sss;200.0;2000000.0;ppp
3495;129;oooo;x;oooo;www;247.0;lll;0.0;0.0;hh
3496;164;oooo;x;oooo;www;0.0;vvvv;312.0;3120000.0;qqqq
